title,url,sources,notes,appears_in,appears_in_url
"Global hydrogen demand by sector in the Net Zero Scenario, 2020-2030",https://www.iea.org/data-and-statistics/charts/global-hydrogen-demand-by-sector-in-the-net-zero-scenario-2020-2030,,NZE = Net Zero Emissions by 2050 Scenario.,,
Capacity of CO2 capture projects in operation and under development in the industry and fuel transformation sectors by application,https://www.iea.org/data-and-statistics/charts/capacity-of-co2-capture-projects-in-operation-and-under-development-in-the-industry-and-fuel-transformation-sectors-by-application,Based on IEA tracking and Global CCS Institute data.,"Includes projects with a capture capacity of over 100 000 Mt CO2 per year. Within planned CCUS industrial hubs, only identified CO2 capture projects related to industry and fuel transformation are included (not the full potential capture capacity of industrial hubs for which capture sources are not specified).",,
"Electricity system flexibility by source, 2020 and 2030 in the Net Zero Scenario",https://www.iea.org/data-and-statistics/charts/electricity-system-flexibility-by-source-2020-and-2030-in-the-net-zero-scenario,,,,
"Installed nuclear capacity by region in the Net Zero Scenario, 2020-2040",https://www.iea.org/data-and-statistics/charts/installed-nuclear-capacity-by-region-in-the-net-zero-scenario-2020-2040,"Based on NEA projections, relying on assumptions for planned new nuclear constructions and the extension of existing nuclear new-builds to 60 years unless specific policies are in place to shut down reactors early or to extend operations beyond 60 years.",,,
"Share of long-run generation costs covered by markets in the European Union, 2010-2030",https://www.iea.org/data-and-statistics/charts/share-of-long-run-generation-costs-covered-by-markets-in-the-european-union-2010-2030,"IEA (2018), World Energy Outlook 2018.",,,
"Final residential energy use covered by mandatory minimum energy performance standards (MEPS), 2000-2021",https://www.iea.org/data-and-statistics/charts/final-residential-energy-use-covered-by-mandatory-minimum-energy-performance-standards-meps-2000-2021,,,,
"Global biofuel demand in the Net Zero Scenario, 2015-2030",https://www.iea.org/data-and-statistics/charts/global-biofuel-demand-in-the-net-zero-scenario-2015-2030,,NZE = Net Zero Emissions by 2050 Scenario.,,
"Global trends in internet traffic, data centres workloads and data centre energy use, 2010-2020",https://www.iea.org/data-and-statistics/charts/global-trends-in-internet-traffic-data-centres-workloads-and-data-centre-energy-use-2010-2020,"Based on Cisco (2015), The History and Future of Internet Traffic; Cisco (2018), Cisco Global Cloud Index; Cisco (2019b), Cisco Visual Networking Index; Masanet et al. (2020), Recalibrating global data center energy-use estimates; TeleGeography (2021), Global Internet Geography.",,,
"Gas-fired generation in the Net Zero Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/gas-fired-generation-in-the-net-zero-scenario-2010-2040,,"CCUS = carbon capture, utilisation and storage.",,
"Share of unabated coal-fired power generation in the Net Zero Scenario, 2010-2050",https://www.iea.org/data-and-statistics/charts/share-of-unabated-coal-fired-power-generation-in-the-net-zero-scenario-2010-2050,,,,
"Year-on-year quarterly changes in coal-fired generation by region, 2020-2021",https://www.iea.org/data-and-statistics/charts/year-on-year-quarterly-changes-in-coal-fired-generation-by-region-2020-2021,Author's estimate.,Monthly generation is estimated for most countries. US data is for net generation; all other is gross generation.,,
"EV battery demand by mode, 2015-2020",https://www.iea.org/data-and-statistics/charts/ev-battery-demand-by-mode-2015-2020,Global EV Outlook 2021.,,,
"Final residential energy use covered by labels, 2000-2021",https://www.iea.org/data-and-statistics/charts/final-residential-energy-use-covered-by-labels-2000-2021,,,,
"Shares of global electricity generation by source in the Net Zero Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/shares-of-global-electricity-generation-by-source-in-the-net-zero-scenario-2000-2040,,,,
"District heat production by fuel, 2010-2020 and in the Net Zero Scenario, 2030",https://www.iea.org/data-and-statistics/charts/district-heat-production-by-fuel-2010-2020-and-in-the-net-zero-scenario-2030,,,,
"Heating technologies sold globally for residential and service buildings in the Net Zero Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/heating-technologies-sold-globally-for-residential-and-service-buildings-in-the-net-zero-scenario-2010-2030,,"“Other renewables” include biomass, solar thermal and geothermal heating. Values for 2020 are estimates.",,
"Renewables and low-carbon share in power generation in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/renewables-and-low-carbon-share-in-power-generation-in-the-net-zero-scenario-2000-2030,,NZE = Net Zero Emissions by 2050 Scenario.,,
"Global lighting efficacies, historical and in the Net Zero Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/global-lighting-efficacies-historical-and-in-the-net-zero-scenario-2010-2030,,,,
"Building appliances energy consumption in the Net Zero Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/building-appliances-energy-consumption-in-the-net-zero-scenario-2010-2030,,"Plug-in appliances include refrigeration equipment, televisions and miscellaneous. Cooling, cooking and lighting are separate.",,
"Global demand for materials, 2000-2020",https://www.iea.org/data-and-statistics/charts/global-demand-for-materials-2000-2020-3,,NZE = Net Zero Emissions by 2050 Scenario. APS = Announced Pledges Scenario.,,
"Coal-fired electricity generation by technology in the Net Zero Scenario, 2010-2050",https://www.iea.org/data-and-statistics/charts/coal-fired-electricity-generation-by-technology-in-the-net-zero-scenario-2010-2050,,APC = Announced Pledges Case. IGCC = integrated gasification combined cycle. Ammonia includes co‐firing and full conversion of coal plants.,,
"CO2 capture by direct air capture in the Net Zero Scenario, 2020-2030",https://www.iea.org/data-and-statistics/charts/co2-capture-by-direct-air-capture-in-the-net-zero-scenario-2020-2030,,"NZE = Net Zero Emissions by 2050 Scenario. 2025 comparison shows sum of operating capacity, early development and advanced development.",,
"Electric car sales share in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/electric-car-sales-share-in-the-net-zero-scenario-2000-2030,Global EV Outlook 2021. Net Zero Roadmap by 2050 (2021).,NZE = Net Zero Emissions by 2050 Scenario. Electric cars include battery electric cars and plug-in hybrid electric cars.,,
"Global light-duty vehicle fuel economy improvements, Net Zero Scenario, 2005-2030",https://www.iea.org/data-and-statistics/charts/global-light-duty-vehicle-fuel-economy-improvements-net-zero-scenario-2005-2030,,WLTC = Worldwide harmonized Light vehicles Test Cycles. Rated fuel economy given in litres of gasoline equivalent (lge) per 100 km normalised globally to the WLTC.,,
"SUV sales share by region, 2005-2019",https://www.iea.org/data-and-statistics/charts/suv-sales-share-by-region-2005-2019,Based on IHS Markit database.,Includes both small and large SUVs.,,
"Global electric car stock by region and mode, 2010-2020",https://www.iea.org/data-and-statistics/charts/global-electric-car-stock-by-region-and-mode-2010-2020,Global EV Outlook 2021.,"PHEV = plug-in hybrid electric vehicle. BEV = battery electric vehicle. “Other” includes Australia, Brazil, Chile, India, Japan, South Korea, Malaysia, Mexico, New Zealand, South Africa and Thailand. “Europe” includes the EU27, Norway, Iceland, Switzerland and the United Kingdom.",System Integration of Renewables in Moldova: A Roadmap,https://www.iea.org/reports/system-integration-of-renewables-in-moldova-a-roadmap
Well-to-wheel (wake/wing) GHG intensity of motorised passenger transport modes,https://www.iea.org/data-and-statistics/charts/well-to-wheel-wake-wing-ghg-intensity-of-motorised-passenger-transport-modes,,"Bars show variability across major vehicles types (e.g. metro, light rail, conventional and high-speed rail; domestic versus international aviation) and across major countries and regions modelled in the IEA Mobility Model (August 2021 version).",,
"Final energy consumption and fuel shares in the Net Zero and Announced Pledges scenarios, 2000-2030",https://www.iea.org/data-and-statistics/charts/final-energy-consumption-and-fuel-shares-in-the-net-zero-and-announced-pledges-scenarios-2000-2030,,NZE = Net Zero Emissions by 2050 Scenario. APS = Announced Pledges Scenario. Industrial final energy consumption encompasses industry process energy (including for blast furnaces and coke ovens listed in the transformation and energy industry own-use sections in the IEA energy balance) and feedstocks (listed under non-energy use in the IEA energy balance). Values for 2020 are estimates.,,
"Direct CO2 intensity of steel production in the Net Zero Scenario, 2018-2030",https://www.iea.org/data-and-statistics/charts/direct-co2-intensity-of-steel-production-in-the-net-zero-scenario-2018-2030,,"NZE = Net Zero Emissions by 2050 Scenario. Values for 2020 are estimates. Direct CO2 emissions encompass energy and process emissions, but excludes emissions from the use of off-gases and other fuels to generate electricity (indirect emissions). See the IEA’s Iron and Steel Technology Roadmap, Box 1.3 for further details on the direct emissions boundary: https://www.iea.org/reports/iron-and-steel-technology-roadmap",,
"Direct CO2 intensity of cement production in the Net Zero Scenario, 2015-2030",https://www.iea.org/data-and-statistics/charts/direct-co2-intensity-of-cement-production-in-the-net-zero-scenario-2015-2030,"Based on multiple data sources, including the Global Concrete and Cement Association Getting the Numbers Right database; the China Cement Association; the Confederation of Indian Industries; and the Brazilian Sindicato Nacional da Indústria do Cimento.","NZE = Net Zero Emissions Scenario. Direct CO2 emissions encompass energy-related and process emissions, including emissions from non-renewable waste combustion. Values for 2020 are estimates.",,
"Global cement production in the Net Zero Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/global-cement-production-in-the-net-zero-scenario-2010-2030,Based on US Geological Survey: https://www.usgs.gov/centers/nmic/cement-statistics-and-information and China Bureau of Statistics: http://www.stats.gov.cn/enGliSH/,NZE = Net Zero Emissions by 2050 Scenario. Values for 2019 and 2020 are estimates.,,
"Global paper and paperboard production in the Net Zero Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/global-paper-and-paperboard-production-in-the-net-zero-scenario-2010-2030,Food and Agriculture Organization of the United Nations: https://www.fao.org/faostat/en/#data/FO; RISI: https://www.risiinfo.com/service/mill-data-costs/asset-database/.,NZE = Net Zero Emissions by 2050 Scenario.,,
"CO2 emissions from international shipping in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/co2-emissions-from-international-shipping-in-the-net-zero-scenario-2000-2030,,,,
"Electric car registrations and market share in selected countries and regions, 2015-2020",https://www.iea.org/data-and-statistics/charts/electric-car-registrations-and-market-share-in-selected-countries-and-regions-2015-2020,Global EV Outlook 2021.,PHEV = plug-in hybrid electric vehicle. BEV = battery electric vehicle.,,
"Low- and zero-carbon fuel shares in international shipping, 2020 and 2030 in the Net Zero Scenario",https://www.iea.org/data-and-statistics/charts/low-and-zero-carbon-fuel-shares-in-international-shipping-2020-and-2030-in-the-net-zero-scenario,,,,
"Industrial energy productivity by region in the Net Zero and Announced Pledges scenarios, 2000-2030",https://www.iea.org/data-and-statistics/charts/industrial-energy-productivity-by-region-in-the-net-zero-and-announced-pledges-scenarios-2000-2030,,NZE = Net Zero Emissions by 2050 Scenario. APS = Announced Pledges Scenario. Industrial energy productivity is defined as industrial value added per unit of energy used. Value added is calculated using market exchange rate values. Values for 2020 are estimates.,,
"Global demand for materials, 2000-2020",https://www.iea.org/data-and-statistics/charts/global-demand-for-materials-2000-2020,,,,
"Global steel production in the Net Zero Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/global-steel-production-in-the-net-zero-scenario-2010-2030,World Steel Association Yearbook: https://www.worldsteel.org/en/dam/jcr:5001dac8-0083-46f3-aadd-35aa357acbcc/Steel%2520Statistical%2520Yearbook%25202020%2520%2528concise%2520version%2529.pdf and press release: https://www.worldsteel.org/media-centre/press-releases/2021/Global-crude-steel-output-decreases-by-0.9--in-2020.html,NZE = Net Zero Emissions by 2050 Scenario.,,
"Energy intensity of primary aluminium smelting by region, 2000-2020",https://www.iea.org/data-and-statistics/charts/energy-intensity-of-primary-aluminium-smelting-by-region-2000-2020,Data and region definitions are based on International Aluminium Institute statistics: http://www.world-aluminium.org/statistics/primary-aluminium-smelting-energy-intensity/#data,GCC = Gulf Cooperation Council.,,
"Demand response availability at times of highest flexibility needs and share in total flexibility provision in the Net Zero Scenario, 2020 and 2030",https://www.iea.org/data-and-statistics/charts/demand-response-availability-at-times-of-highest-flexibility-needs-and-share-in-total-flexibility-provision-in-the-net-zero-scenario-2020-and-2030,,"Demand response availability in 2020 is estimated according to a review of demand response capacity contracted for deployment in 2020 across capacity, balancing, frequency response and other markets in Europe, North America and Australasia.",,
"Hydrogen demand in industry, 2020",https://www.iea.org/data-and-statistics/charts/hydrogen-demand-in-industry-2020,,,,
Global power sector demand for hydrogen and hydrogen-based fuels in the Net Zero Scenario,https://www.iea.org/data-and-statistics/charts/global-power-sector-demand-for-hydrogen-and-hydrogen-based-fuels-in-the-net-zero-scenario,"IEA (2021), Net Zero by 2050.",Net Zero Scenario = Net Zero Emissions by 2050 Scenario.,,
"Carbon intensity of electricity generation in selected regions in the Announced Pledges and Net Zero scenarios, 2000-2040",https://www.iea.org/data-and-statistics/charts/carbon-intensity-of-electricity-generation-in-selected-regions-in-the-announced-pledges-and-net-zero-scenarios-2000-2040,,APS = Announced Pledges Scenario. NZE = Net Zero Scenario. Regions show APS.,,
"Global cement demand for building construction, 2000-2020, and in the Net Zero Scenario, 2025-2030",https://www.iea.org/data-and-statistics/charts/global-cement-demand-for-building-construction-2000-2020-and-in-the-net-zero-scenario-2025-2030,,APS = Announced Pledges Scenario. ASEAN = Association of Southeast Asian Nations.,,
"Temperature rise in 2100, by scenario",https://www.iea.org/data-and-statistics/charts/temperature-rise-in-2100-by-scenario,,,"COP26 climate pledges could help limit global warming to 1.8 °C, but implementing them will be the key",https://www.iea.org/commentaries/cop26-climate-pledges-could-help-limit-global-warming-to-1-8-c-but-implementing-them-will-be-the-key
"Global energy use and energy-related CO2 emissions by sector, 2020",https://www.iea.org/data-and-statistics/charts/global-energy-use-and-energy-related-co2-emissions-by-sector-2020,,"“Building construction industry” represents the share of industry dedicated to manufacturing construction materials for buildings, e.g. cement, steel, glass and insulation. “Other construction industry” refers to the share of industry that manufactures materials for the construction of other infrastructure.",,
"District heat production by selected region and heat delivered by sector, 2000-2020",https://www.iea.org/data-and-statistics/charts/district-heat-production-by-selected-region-and-heat-delivered-by-sector-2000-2020,,,,
"Energy intensity of space and water heating in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/energy-intensity-of-space-and-water-heating-in-the-net-zero-scenario-2000-2030,,,,
"CO2 capture projects in power generation under development by technology and region, 2021",https://www.iea.org/data-and-statistics/charts/co2-capture-projects-in-power-generation-under-development-by-technology-and-region-2021,Based on IEA tracking and Global CCS Institute data.,Includes projects with a capture capacity over 100 000 Mt CO2 per year.,,
"Annual energy storage additions by country, 2015-2020",https://www.iea.org/data-and-statistics/charts/annual-energy-storage-additions-by-country-2015-2020,,"IEA analysis based on Clean Horizon, BloombergNEF, China Energy Storage Alliance and Energy Storage Association.",,
"Annual biofuel demand growth, 2010-2020 vs. Net Zero Scenario",https://www.iea.org/data-and-statistics/charts/annual-biofuel-demand-growth-2010-2020-vs-net-zero-scenario-2,,NZE = Net Zero Emissions by 2050 Scenario.,,
"Solar PV power generation in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/solar-pv-power-generation-in-the-net-zero-scenario-2000-2030,,NZE = Net Zero Emissions by 2050 Scenario.,,
"Wind power generation in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/wind-power-generation-in-the-net-zero-scenario-2000-2030,,NZE = Net Zero Emissions by 2050 Scenario.,,
"Net annual wind capacity additions, 2018-2020",https://www.iea.org/data-and-statistics/charts/net-annual-wind-capacity-additions-2018-2020,,NZE = Net Zero Emissions by 2050 Scenario.,,
"Hydropower generation in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/hydropower-generation-in-the-net-zero-scenario-2000-2030,,NZE = Net Zero Emissions by 2050 Scenario.,,
"Concentrated solar power generation in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/concentrated-solar-power-generation-in-the-net-zero-scenario-2000-2030,,NZE = Net Zero Emissions by 2050 Scenario.,,
"Global carbon intensity by mode in the Announced Pledges and the Net Zero scenarios, 2020-2030",https://www.iea.org/data-and-statistics/charts/global-carbon-intensity-by-mode-in-the-announced-pledges-and-the-net-zero-scenarios-2020-2030,,APS = Announced Pledges Scenario. NZE = Net zero emissions by 2050 scenario.,,
"Average fuel consumption of new light-duty vehicles, 2005-2019",https://www.iea.org/data-and-statistics/charts/average-fuel-consumption-of-new-light-duty-vehicles-2005-2019,Based on IHS Markit database.,All fuel economy values were harmonised to the World Light-duty Harmonised Test Cycle (WLTC). EU27 refers to the current member states of the European Union.,,
"Energy intensity of international shipping in the Net Zero Scenario, 2015-2030",https://www.iea.org/data-and-statistics/charts/energy-intensity-of-international-shipping-in-the-net-zero-scenario-2015-2030,,,,
"Low- and zero-carbon fuel shares in passenger rail activity, 2020 and 2030 in the Net Zero Scenario",https://www.iea.org/data-and-statistics/charts/low-and-zero-carbon-fuel-shares-in-passenger-rail-activity-2020-and-2030-in-the-net-zero-scenario,,,,
"Global demand for materials by scenario, 2020 and 2030",https://www.iea.org/data-and-statistics/charts/global-demand-for-materials-by-scenario-2020-and-2030,,NZE = Net Zero Emissions by 2050 Scenario. APS = Announced Pledges Scenario.,,
"Direct CO2 emissions from primary chemical production in the Net Zero Scenario, 2015-2030",https://www.iea.org/data-and-statistics/charts/direct-co2-emissions-from-primary-chemical-production-in-the-net-zero-scenario-2015-2030,,"NZE = Net Zero Emissions by 2050 Scenario. Direct CO2 emissions include energy and process emissions. Values for 2020 are estimates. Primary chemicals include ethylene, propylene, benzene, toluene, mixed xylenes, ammonia and methanol. Primary chemical production accounts for two-thirds of energy consumption in the chemical and petrochemical sector.",,
"Expansion in primary chemical production in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/expansion-in-primary-chemical-production-in-the-net-zero-scenario-2000-2030,,"NZE = Net Zero Emissions by 2050 Scenario. Direct CO2 emissions include energy and process emissions. Values for 2020 are estimates. Primary chemicals include ethylene, propylene, benzene, toluene, mixed xylenes, ammonia and methanol. Primary chemical production accounts for two-thirds of energy consumption in the chemical and petrochemical sector.",,
"Steel production by share of different process routes in the Net Zero Scenario, 2018-2030",https://www.iea.org/data-and-statistics/charts/steel-production-by-share-of-different-process-routes-in-the-net-zero-scenario-2018-2030,,NZE = Net Zero Emissions by 2050 Scenario. Values for 2020 are estimates.,,
"Direct CO2 intensity of aluminium production in the Net Zero Scenario, 2018-2030",https://www.iea.org/data-and-statistics/charts/direct-co2-intensity-of-aluminium-production-in-the-net-zero-scenario-2018-2030,,"Direct CO2 emissions encompass energy and process emissions. Aluminium production is of liquid aluminium, including primary production and recycled production from old, new and internal scrap. The value for 2020 is an estimate.",,
"Energy intensity of alumina refining by region, 2000-2020",https://www.iea.org/data-and-statistics/charts/energy-intensity-of-alumina-refining-by-region-2000-2020,Data and region definitions are based on International Aluminium Institute statistics: http://www.world-aluminium.org/statistics/primary-aluminium-smelting-energy-intensity/#data,,,
"Large-scale CO2 capture projects in industry and transformation, actual vs. Net Zero Scenario, 2020-2030",https://www.iea.org/data-and-statistics/charts/large-scale-co2-capture-projects-in-industry-and-transformation-actual-vs-net-zero-scenario-2020-2030,Based on IEA tracking and Global CCS Institute data.,"NZE = Net Zero Emissions Scenario. Includes projects with a capture capacity of over 100 000 Mt CO2 per year. Within planned CCUS industrial hubs, only identified CO2 capture projects related to industry and fuel transformation are included (not the full potential capture capacity of industrial hubs for which capture sources are not specified). With industrial hubs, total capture capacity would reach close to 300 Mt CO2 per year in 2030.",,
Methane abatement potential of well-established policy measures,https://www.iea.org/data-and-statistics/charts/methane-abatement-potential-of-well-established-policy-measures,,,,
"Nuclear power construction starts and first grid connections, 2007-2020, compared with the Net Zero Scenario",https://www.iea.org/data-and-statistics/charts/nuclear-power-construction-starts-and-first-grid-connections-2007-2020-compared-with-the-net-zero-scenario,"NEA analysis, based on IAEA PRIS data.",,,
"Large-scale CO2 capture projects in power generation compared with the Net Zero Scenario, 2020-2030",https://www.iea.org/data-and-statistics/charts/large-scale-co2-capture-projects-in-power-generation-compared-with-the-net-zero-scenario-2020-2030,Based on IEA tracking and Global CCS Institute data.,NZE = Net Zero Emissions Scenario. Includes projects with a capture capacity of over 100 000 Mt CO2 per year.,,
"Newly built floor area globally and energy retrofits in the Net Zero Scenario, 2020-2030",https://www.iea.org/data-and-statistics/charts/newly-built-floor-area-globally-and-energy-retrofits-in-the-net-zero-scenario-2020-2030,,Values for 2020 are estimates.,,
"Final energy use for residential refrigerators and freezers covered by mandatory minimum energy performance standards, 2000-2021",https://www.iea.org/data-and-statistics/charts/final-energy-use-for-residential-refrigerators-and-freezers-covered-by-mandatory-minimum-energy-performance-standards-2000-2021,,,,
"Energy storage technology mix, 2015-2020",https://www.iea.org/data-and-statistics/charts/energy-storage-technology-mix-2015-2020,BloombergNEF (2021).,"Market share by added capacity. ""Other” encompasses lead-based, sodium sulphur and flow batteries, and flywheels. Excludes pumped hydro and compressed air.",,
"Liquid biofuel production, 2020, and in the Net Zero Scenario, 2030",https://www.iea.org/data-and-statistics/charts/liquid-biofuel-production-2020-and-in-the-net-zero-scenario-2030,,"CCUS = carbon capture, utilisation and storage. NZE = Net Zero Emissions by 2050 Scenario.",,
"Global lighting sales, historical and in the Net Zero Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/global-lighting-sales-historical-and-in-the-net-zero-scenario-2010-2030,,LED = light-emitting diode.,,
"Geothermal power generation in the Net Zero Scenario, 2000-2030",https://www.iea.org/data-and-statistics/charts/geothermal-power-generation-in-the-net-zero-scenario-2000-2030,,NZE = Net Zero Emissions by 2050 Scenario.,,
"CO2 emissions in World Energy Outlook scenarios over time, 2000-2050",https://www.iea.org/data-and-statistics/charts/co2-emissions-in-world-energy-outlook-scenarios-over-time-2000-2050-and-corresponding-global-temperature-rise-in-2100,,,"COP26 climate pledges could help limit global warming to 1.8 °C, but implementing them will be the key",https://www.iea.org/commentaries/cop26-climate-pledges-could-help-limit-global-warming-to-1-8-c-but-implementing-them-will-be-the-key
"Heating degree days in Austria, 2000-2020",https://www.iea.org/data-and-statistics/charts/heating-degree-days-in-austria-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO.",HDD 16 = heating degree days (reference temperature 16°C.,Austria Climate Resilience Policy Indicator,https://www.iea.org/articles/austria-climate-resilience-policy-indicator
"Level of warming in Germany, 2000-2020",https://www.iea.org/data-and-statistics/charts/level-of-warming-in-germany-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO; European Commission (2021), INFORM Risk Index.","Each country’s average surface temperature for 2000-2020 is taken from the Weather for Energy Tracker. If the slope of a linear regression of temperatures is higher than 0.042°C per year (+0.011°C from the world average), that country’s climate hazard level is “high”. If the slope is lower than 0.020°C per year (-0.011°C from the world average), the climate hazard is “low”. The world average is based on land temperature data from the NOAA National Centers for Environmental Information’s May 2021 Climate at a Glance: Global Time Series, accessed 1 June 2021.",Germany Climate Resilience Policy Indicator,https://www.iea.org/articles/germany-climate-resilience-policy-indicator
"Level of floods, drought and tropical cyclones in Germany, 2000-2020",https://www.iea.org/data-and-statistics/charts/level-of-floods-drought-and-tropical-cyclones-in-germany-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO; European Commission (2021), INFORM Risk Index.","Flood, drought and tropical cyclone hazard levels were assessed against the following INFORM Risk Index indicators: “physical exposure to flood”, developed using historical riverine flood data from the United Nations Office for Disaster Risk Reduction (UNDRR); “drought probability and historical impact”, developed using historical data from the Food and Agriculture Organization (FAO), CRED and EM-DAT database; and “physical exposure to tropical cyclones”, developed using historical data from the UNDRR. The minimum value is 0 and the maximum is 10 (see the INFORM Risk Index page for indicator methodology details). In this report, risks are defined as: Low: 0-2.99; Medium: 3-6.99; and High: 7-10.",Germany Climate Resilience Policy Indicator,https://www.iea.org/articles/germany-climate-resilience-policy-indicator
"Level of warming in Austria, 2000-2020",https://www.iea.org/data-and-statistics/charts/level-of-warming-in-austria-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO; European Commission (2021), INFORM Risk Index.","Each country’s average surface temperature for 2000-2020 is taken from the Weather for Energy Tracker. If the slope of a linear regression of temperatures is higher than 0.042°C per year (+0.011°C from the world average), that country’s climate hazard level is “high”. If the slope is lower than 0.020°C per year (-0.011°C from the world average), the climate hazard is “low”. The world average is based on land temperature data from the NOAA National Centers for Environmental Information’s May 2021 Climate at a Glance: Global Time Series, accessed 1 June 2021.",Austria Climate Resilience Policy Indicator,https://www.iea.org/articles/austria-climate-resilience-policy-indicator
"Level of floods, drought and tropical cyclones in Austria, 2000-2020",https://www.iea.org/data-and-statistics/charts/level-of-floods-drought-and-tropical-cyclones-in-austria-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO; European Commission (2021), INFORM Risk Index.","Flood, drought and tropical cyclone hazard levels were assessed against the following INFORM Risk Index indicators: “physical exposure to flood”, developed using historical riverine flood data from the United Nations Office for Disaster Risk Reduction (UNDRR); “drought probability and historical impact”, developed using historical data from the Food and Agriculture Organization (FAO), CRED and EM-DAT database; and “physical exposure to tropical cyclones”, developed using historical data from the UNDRR. The minimum value is 0 and the maximum is 10 (see the INFORM Risk Index page for indicator methodology details). In this report, risks are defined as: Low: 0-2.99; Medium: 3-6.99; and High: 7-10.",Austria Climate Resilience Policy Indicator,https://www.iea.org/articles/austria-climate-resilience-policy-indicator
"Temperature in Austria, 2000-2020",https://www.iea.org/data-and-statistics/charts/temperature-in-austria-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO.",,Austria Climate Resilience Policy Indicator,https://www.iea.org/articles/austria-climate-resilience-policy-indicator
"Cooling degree days in Austria, 2000-2020",https://www.iea.org/data-and-statistics/charts/cooling-degree-days-in-austria-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO.",CDD 21 = cooling degree days (reference temperature 21°C).,Austria Climate Resilience Policy Indicator,https://www.iea.org/articles/austria-climate-resilience-policy-indicator
"Heating degree days in Germany, 2000-2020",https://www.iea.org/data-and-statistics/charts/heating-degree-days-in-germany-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO.",HDD 16 = heating degree days (reference temperature 16°C).,Germany Climate Resilience Policy Indicator,https://www.iea.org/articles/germany-climate-resilience-policy-indicator
"Cooling degree days in Germany, 2000-2020",https://www.iea.org/data-and-statistics/charts/cooling-degree-days-in-germany-2000-2020,"IEA and CMCC (2021), Weather for Energy Tracker, License: Creative Commons CC BY-NC-ND 3.0 IGO.",CDD 21 = cooling degree days (reference temperature 21°C).,Germany Climate Resilience Policy Indicator,https://www.iea.org/articles/germany-climate-resilience-policy-indicator
"Long-term economic and sustainable recovery spending, as of October 2021",https://www.iea.org/data-and-statistics/charts/long-term-economic-and-sustainable-recovery-spending-as-of-october-2021,,,,
Clean energy jobs created in 2023 and 2030 by scenario,https://www.iea.org/data-and-statistics/charts/clean-energy-jobs-created-in-2023-and-2030-by-scenario,,,,
"Job demand created by skill level under current recovery policies, 2023",https://www.iea.org/data-and-statistics/charts/job-demand-created-by-skill-level-under-current-recovery-policies-2023,,,,
"Global average carbon intensity of electricity generation in the Stated Policies, Sustainable Development and Net Zero scenarios, 2000-2040",https://www.iea.org/data-and-statistics/charts/global-average-carbon-intensity-of-electricity-generation-in-the-stated-policies-sustainable-development-and-net-zero-scenarios-2000-2040,,,,
"Renewables share of electricity generation in selected countries and regions, 2000-2020",https://www.iea.org/data-and-statistics/charts/renewables-share-of-electricity-generation-in-selected-countries-and-regions-2000-2020,,"China here includes the People's Republic of China and Hong Kong, China.",,
"Share of electricity in total final consumption in selected countries and regions, 2000-2020",https://www.iea.org/data-and-statistics/charts/share-of-electricity-in-total-final-consumption-in-selected-countries-and-regions-2000-2020,,"China here includes the People's Republic of China and Hong Kong, China.",,
Total methane emissions and methane intensity of production in selected oil and gas producers in 2020,https://www.iea.org/data-and-statistics/charts/total-methane-emissions-and-methane-intensity-of-production-in-selected-oil-and-gas-producers-in-2020,,,Methane Tracker 2021,https://www.iea.org/reports/methane-tracker-2021
